Date,price,shares,net shares,net cash
2019-02-13,106.80999755859375,100,100.0,-10680.999755859375
2019-02-14,106.9000015258789,100,0.0,-0.0
2019-02-15,108.22000122070312,100,0.0,-0.0
2019-02-19,108.16999816894531,100,0.0,-0.0
2019-02-20,107.1500015258789,100,0.0,-0.0
2019-02-21,109.41000366210938,100,0.0,-0.0
2019-02-22,110.97000122070312,100,0.0,-0.0
2019-02-25,111.58999633789062,100,0.0,-0.0
2019-02-26,112.36000061035156,100,0.0,-0.0
2019-02-27,112.16999816894531,100,0.0,-0.0
2019-02-28,112.02999877929688,100,0.0,-0.0
2019-03-01,112.52999877929688,100,0.0,-0.0
2019-03-04,112.26000213623047,100,0.0,-0.0
2019-03-05,111.69999694824219,100,0.0,-0.0
2019-03-06,111.75,100,0.0,-0.0
2019-03-07,110.38999938964844,100,0.0,-0.0
2019-03-08,110.51000213623047,100,0.0,-0.0
2019-03-11,112.83000183105469,100,0.0,-0.0
2019-03-12,113.62000274658203,100,0.0,-0.0
2019-03-13,114.5,100,0.0,-0.0
2019-03-14,114.58999633789062,100,0.0,-0.0
2019-03-15,115.91000366210938,100,0.0,-0.0
2019-03-18,117.56999969482422,100,0.0,-0.0
2019-03-19,117.6500015258789,100,0.0,-0.0
2019-03-20,117.5199966430664,100,0.0,-0.0
2019-03-21,120.22000122070312,100,0.0,-0.0
2019-03-22,117.05000305175781,100,0.0,-0.0
2019-03-25,117.66000366210938,100,0.0,-0.0
2019-03-26,117.91000366210938,0,-100.0,11791.000366210938
2019-03-27,116.7699966430664,0,0.0,-0.0
2019-03-28,116.93000030517578,0,0.0,-0.0
2019-03-29,117.94000244140625,100,100.0,-11794.000244140625
2019-04-01,119.0199966430664,100,0.0,-0.0
2019-04-02,119.19000244140625,100,0.0,-0.0
2019-04-03,119.97000122070312,100,0.0,-0.0
2019-04-04,119.36000061035156,100,0.0,-0.0
2019-04-05,119.88999938964844,100,0.0,-0.0
2019-04-08,119.93000030517578,100,0.0,-0.0
2019-04-09,119.27999877929688,100,0.0,-0.0
2019-04-10,120.19000244140625,100,0.0,-0.0
2019-04-11,120.33000183105469,100,0.0,-0.0
2019-04-12,120.94999694824219,100,0.0,-0.0
2019-04-15,121.05000305175781,100,0.0,-0.0
2019-04-16,120.7699966430664,100,0.0,-0.0
2019-04-17,121.7699966430664,100,0.0,-0.0
2019-04-18,123.37000274658203,100,0.0,-0.0
2019-04-22,123.76000213623047,100,0.0,-0.0
2019-04-23,125.44000244140625,100,0.0,-0.0
2019-04-24,125.01000213623047,100,0.0,-0.0
2019-04-25,129.14999389648438,100,0.0,-0.0
2019-04-26,129.88999938964844,100,0.0,-0.0
2019-04-29,129.77000427246094,100,0.0,-0.0
2019-04-30,130.60000610351562,100,0.0,-0.0
2019-05-01,127.87999725341797,100,0.0,-0.0
2019-05-02,126.20999908447266,100,0.0,-0.0
2019-05-03,128.89999389648438,100,0.0,-0.0
2019-05-06,128.14999389648438,100,0.0,-0.0
2019-05-07,125.5199966430664,100,0.0,-0.0
2019-05-08,125.51000213623047,100,0.0,-0.0
2019-05-09,125.5,100,0.0,-0.0
2019-05-10,127.12999725341797,100,0.0,-0.0
2019-05-13,123.3499984741211,100,0.0,-0.0
2019-05-14,124.7300033569336,100,0.0,-0.0
2019-05-15,126.0199966430664,100,0.0,-0.0
2019-05-16,128.92999267578125,100,0.0,-0.0
2019-05-17,128.07000732421875,100,0.0,-0.0
2019-05-20,126.22000122070312,100,0.0,-0.0
2019-05-21,126.9000015258789,0,-100.0,12690.00015258789
2019-05-22,127.66999816894531,0,0.0,-0.0
2019-05-23,126.18000030517578,0,0.0,-0.0
2019-05-24,126.23999786376953,0,0.0,-0.0
2019-05-28,126.16000366210938,0,0.0,-0.0
2019-05-29,124.94000244140625,0,0.0,-0.0
2019-05-30,125.7300033569336,0,0.0,-0.0
2019-05-31,123.68000030517578,0,0.0,-0.0
2019-06-03,119.83999633789062,0,0.0,-0.0
2019-06-04,123.16000366210938,0,0.0,-0.0
2019-06-05,125.83000183105469,0,0.0,-0.0
2019-06-06,127.81999969482422,100,100.0,-12781.999969482422
2019-06-07,131.39999389648438,100,0.0,-0.0
2019-06-10,132.60000610351562,100,0.0,-0.0
2019-06-11,132.10000610351562,100,0.0,-0.0
2019-06-12,131.49000549316406,100,0.0,-0.0
2019-06-13,132.32000732421875,100,0.0,-0.0
2019-06-14,132.4499969482422,100,0.0,-0.0
2019-06-17,132.85000610351562,100,0.0,-0.0
2019-06-18,135.16000366210938,100,0.0,-0.0
2019-06-19,135.69000244140625,100,0.0,-0.0
2019-06-20,136.9499969482422,100,0.0,-0.0
2019-06-21,136.97000122070312,100,0.0,-0.0
2019-06-24,137.77999877929688,100,0.0,-0.0
2019-06-25,133.42999267578125,0,-100.0,13342.999267578125
2019-06-26,133.92999267578125,0,0.0,-0.0
2019-06-27,134.14999389648438,0,0.0,-0.0
2019-06-28,133.9600067138672,0,0.0,-0.0
2019-07-01,135.67999267578125,100,100.0,-13567.999267578125
2019-07-02,136.5800018310547,100,0.0,-0.0
2019-07-03,137.4600067138672,100,0.0,-0.0
2019-07-05,137.05999755859375,100,0.0,-0.0
2019-07-08,136.9600067138672,100,0.0,-0.0
2019-07-09,136.4600067138672,100,0.0,-0.0
2019-07-10,137.85000610351562,100,0.0,-0.0
2019-07-11,138.39999389648438,100,0.0,-0.0
2019-07-12,138.89999389648438,100,0.0,-0.0
2019-07-15,138.89999389648438,100,0.0,-0.0
2019-07-16,137.0800018310547,0,-100.0,13708.000183105469
2019-07-17,136.27000427246094,0,0.0,-0.0
2019-07-18,136.4199981689453,0,0.0,-0.0
2019-07-19,136.6199951171875,0,0.0,-0.0
2019-07-22,138.42999267578125,100,100.0,-13842.999267578125
2019-07-23,139.2899932861328,100,0.0,-0.0
2019-07-24,140.72000122070312,100,0.0,-0.0
2019-07-25,140.19000244140625,100,0.0,-0.0
2019-07-26,141.33999633789062,100,0.0,-0.0
2019-07-29,141.02999877929688,100,0.0,-0.0
2019-07-30,140.35000610351562,100,0.0,-0.0
2019-07-31,136.27000427246094,0,-100.0,13627.000427246094
2019-08-01,138.05999755859375,0,0.0,-0.0
2019-08-02,136.89999389648438,0,0.0,-0.0
2019-08-05,132.2100067138672,0,0.0,-0.0
2019-08-06,134.69000244140625,0,0.0,-0.0
2019-08-07,135.27999877929688,0,0.0,-0.0
2019-08-08,138.88999938964844,0,0.0,-0.0
2019-08-09,137.7100067138672,100,100.0,-13771.000671386719
2019-08-12,135.7899932861328,100,0.0,-0.0
2019-08-13,138.60000610351562,0,-100.0,13860.000610351562
2019-08-14,133.97999572753906,100,100.0,-13397.999572753906
2019-08-15,133.67999267578125,100,0.0,-0.0
2019-08-16,136.1300048828125,100,0.0,-0.0
2019-08-19,138.41000366210938,100,0.0,-0.0
2019-08-20,137.25999450683594,100,0.0,-0.0
2019-08-21,138.7899932861328,100,0.0,-0.0
2019-08-22,137.77999877929688,100,0.0,-0.0
2019-08-23,133.38999938964844,100,0.0,-0.0
2019-08-26,135.4499969482422,100,0.0,-0.0
2019-08-27,135.74000549316406,100,0.0,-0.0
2019-08-28,135.55999755859375,100,0.0,-0.0
2019-08-29,138.1199951171875,100,0.0,-0.0
2019-08-30,137.86000061035156,100,0.0,-0.0
2019-09-03,136.0399932861328,100,0.0,-0.0
2019-09-04,137.6300048828125,100,0.0,-0.0
2019-09-05,140.0500030517578,100,0.0,-0.0
2019-09-06,139.10000610351562,100,0.0,-0.0
2019-09-09,137.52000427246094,100,0.0,-0.0
2019-09-10,136.0800018310547,100,0.0,-0.0
2019-09-11,136.1199951171875,100,0.0,-0.0
2019-09-12,137.52000427246094,100,0.0,-0.0
2019-09-13,137.32000732421875,100,0.0,-0.0
2019-09-16,136.3300018310547,100,0.0,-0.0
2019-09-17,137.38999938964844,100,0.0,-0.0
2019-09-18,138.52000427246094,100,0.0,-0.0
2019-09-19,141.07000732421875,100,0.0,-0.0
2019-09-20,139.44000244140625,100,0.0,-0.0
2019-09-23,139.13999938964844,100,0.0,-0.0
2019-09-24,137.3800048828125,100,0.0,-0.0
2019-09-25,139.36000061035156,100,0.0,-0.0
2019-09-26,139.5399932861328,100,0.0,-0.0
2019-09-27,137.72999572753906,100,0.0,-0.0
2019-09-30,139.02999877929688,0,-100.0,13902.999877929688
2019-10-01,137.07000732421875,0,0.0,-0.0
2019-10-02,134.64999389648438,0,0.0,-0.0
2019-10-03,136.27999877929688,0,0.0,-0.0
2019-10-04,138.1199951171875,100,100.0,-13811.99951171875
2019-10-07,137.1199951171875,100,0.0,-0.0
2019-10-08,135.6699981689453,100,0.0,-0.0
2019-10-09,138.24000549316406,100,0.0,-0.0
2019-10-10,139.10000610351562,100,0.0,-0.0
2019-10-11,139.67999267578125,100,0.0,-0.0
2019-10-14,139.5500030517578,100,0.0,-0.0
2019-10-15,141.57000732421875,100,0.0,-0.0
2019-10-16,140.41000366210938,100,0.0,-0.0
2019-10-17,139.69000244140625,100,0.0,-0.0
2019-10-18,137.41000366210938,100,0.0,-0.0
2019-10-21,138.42999267578125,0,-100.0,13842.999267578125
2019-10-22,136.3699951171875,0,0.0,-0.0
2019-10-23,137.24000549316406,0,0.0,-0.0
2019-10-24,139.94000244140625,100,100.0,-13994.000244140625
2019-10-25,140.72999572753906,100,0.0,-0.0
2019-10-28,144.19000244140625,100,0.0,-0.0
2019-10-29,142.8300018310547,100,0.0,-0.0
2019-10-30,144.61000061035156,100,0.0,-0.0
2019-10-31,143.3699951171875,100,0.0,-0.0
2019-11-01,143.72000122070312,100,0.0,-0.0
2019-11-04,144.5500030517578,100,0.0,-0.0
2019-11-05,144.4600067138672,100,0.0,-0.0
2019-11-06,144.05999755859375,100,0.0,-0.0
2019-11-07,144.25999450683594,100,0.0,-0.0
2019-11-08,145.9600067138672,100,0.0,-0.0
2019-11-11,146.11000061035156,100,0.0,-0.0
2019-11-12,147.07000732421875,100,0.0,-0.0
2019-11-13,147.30999755859375,100,0.0,-0.0
