Date,price,shares,net shares,net cash
2011-01-03,184.22000122070312,0.0,,
2011-01-04,185.00999450683594,0.0,0.0,-0.0
2011-01-05,187.4199981689453,0.0,0.0,-0.0
2011-01-06,185.86000061035156,0.0,0.0,-0.0
2011-01-07,185.49000549316406,0.0,0.0,-0.0
2011-01-10,184.67999267578125,0.0,0.0,-0.0
2011-01-11,184.33999633789062,0.0,0.0,-0.0
2011-01-12,184.0800018310547,0.0,0.0,-0.0
2011-01-13,185.52999877929688,0.0,0.0,-0.0
2011-01-14,188.75,0.0,0.0,-0.0
2011-01-18,191.25,0.0,0.0,-0.0
2011-01-19,186.8699951171875,0.0,0.0,-0.0
2011-01-20,181.9600067138672,0.0,0.0,-0.0
2011-01-21,177.4199981689453,0.0,0.0,-0.0
2011-01-24,176.85000610351562,0.0,0.0,-0.0
2011-01-25,176.6999969482422,0.0,0.0,-0.0
2011-01-26,175.38999938964844,0.0,0.0,-0.0
2011-01-27,184.4499969482422,0.0,0.0,-0.0
2011-01-28,171.13999938964844,0.0,0.0,-0.0
2011-01-31,169.63999938964844,0.0,0.0,-0.0
2011-02-01,172.11000061035156,0.0,0.0,-0.0
2011-02-02,173.52999877929688,0.0,0.0,-0.0
2011-02-03,173.7100067138672,0.0,0.0,-0.0
2011-02-04,175.92999267578125,0.0,0.0,-0.0
2011-02-07,176.42999267578125,0.0,0.0,-0.0
2011-02-08,183.05999755859375,0.0,0.0,-0.0
2011-02-09,185.3000030517578,0.0,0.0,-0.0
2011-02-10,186.2100067138672,0.0,0.0,-0.0
2011-02-11,189.25,0.0,0.0,-0.0
2011-02-14,190.4199981689453,0.0,0.0,-0.0
2011-02-15,189.02999877929688,100.0,100.0,-18902.999877929688
2011-02-16,186.6199951171875,100.0,0.0,-0.0
2011-02-17,187.75999450683594,100.0,0.0,-0.0
2011-02-18,186.5,100.0,0.0,-0.0
2011-02-22,180.4199981689453,100.0,0.0,-0.0
2011-02-23,176.67999267578125,100.0,0.0,-0.0
2011-02-24,177.75,100.0,0.0,-0.0
2011-02-25,177.24000549316406,100.0,0.0,-0.0
2011-02-28,173.2899932861328,100.0,0.0,-0.0
2011-03-01,169.44000244140625,0.0,-100.0,16944.000244140625
2011-03-02,172.02000427246094,0.0,0.0,-0.0
2011-03-03,172.7899932861328,0.0,0.0,-0.0
2011-03-04,171.6699981689453,0.0,0.0,-0.0
2011-03-07,169.0800018310547,0.0,0.0,-0.0
2011-03-08,166.88999938964844,0.0,0.0,-0.0
2011-03-09,169.0500030517578,0.0,0.0,-0.0
2011-03-10,166.13999938964844,0.0,0.0,-0.0
2011-03-11,168.07000732421875,0.0,0.0,-0.0
2011-03-14,166.72999572753906,0.0,0.0,-0.0
2011-03-15,165.0800018310547,0.0,0.0,-0.0
2011-03-16,164.6999969482422,0.0,0.0,-0.0
2011-03-17,160.97000122070312,0.0,0.0,-0.0
2011-03-18,161.82000732421875,0.0,0.0,-0.0
2011-03-21,164.52000427246094,0.0,0.0,-0.0
2011-03-22,162.60000610351562,0.0,0.0,-0.0
2011-03-23,165.32000732421875,0.0,0.0,-0.0
2011-03-24,171.10000610351562,0.0,0.0,-0.0
2011-03-25,170.97999572753906,0.0,0.0,-0.0
2011-03-28,169.35000610351562,0.0,0.0,-0.0
2011-03-29,174.6199951171875,0.0,0.0,-0.0
2011-03-30,179.4199981689453,0.0,0.0,-0.0
2011-03-31,180.1300048828125,0.0,0.0,-0.0
2011-04-01,180.1300048828125,0.0,0.0,-0.0
2011-04-04,182.94000244140625,100.0,100.0,-18294.000244140625
2011-04-05,185.2899932861328,100.0,0.0,-0.0
2011-04-06,182.75999450683594,100.0,0.0,-0.0
2011-04-07,184.91000366210938,100.0,0.0,-0.0
2011-04-08,184.7100067138672,100.0,0.0,-0.0
2011-04-11,184.0399932861328,100.0,0.0,-0.0
2011-04-12,180.47999572753906,100.0,0.0,-0.0
2011-04-13,182.2899932861328,100.0,0.0,-0.0
2011-04-14,181.82000732421875,100.0,0.0,-0.0
2011-04-15,180.00999450683594,100.0,0.0,-0.0
2011-04-18,178.33999633789062,100.0,0.0,-0.0
2011-04-19,178.82000732421875,100.0,0.0,-0.0
2011-04-20,183.8699951171875,100.0,0.0,-0.0
2011-04-21,185.88999938964844,100.0,0.0,-0.0
2011-04-25,185.4199981689453,100.0,0.0,-0.0
2011-04-26,182.3000030517578,100.0,0.0,-0.0
2011-04-27,196.6300048828125,100.0,0.0,-0.0
2011-04-28,195.07000732421875,100.0,0.0,-0.0
2011-04-29,195.80999755859375,100.0,0.0,-0.0
2011-05-02,201.19000244140625,100.0,0.0,-0.0
2011-05-03,198.4499969482422,100.0,0.0,-0.0
2011-05-04,199.97000122070312,100.0,0.0,-0.0
2011-05-05,197.11000061035156,100.0,0.0,-0.0
2011-05-06,197.60000610351562,100.0,0.0,-0.0
2011-05-09,200.8000030517578,100.0,0.0,-0.0
2011-05-10,203.94000244140625,100.0,0.0,-0.0
2011-05-11,204.3800048828125,100.0,0.0,-0.0
2011-05-12,206.07000732421875,100.0,0.0,-0.0
2011-05-13,202.55999755859375,100.0,0.0,-0.0
2011-05-16,192.50999450683594,100.0,0.0,-0.0
2011-05-17,194.80999755859375,100.0,0.0,-0.0
2011-05-18,197.08999633789062,100.0,0.0,-0.0
2011-05-19,198.8000030517578,100.0,0.0,-0.0
2011-05-20,198.64999389648438,100.0,0.0,-0.0
2011-05-23,196.22000122070312,100.0,0.0,-0.0
2011-05-24,193.27000427246094,100.0,0.0,-0.0
2011-05-25,192.25999450683594,100.0,0.0,-0.0
2011-05-26,195.0,100.0,0.0,-0.0
2011-05-27,194.1300048828125,100.0,0.0,-0.0
2011-05-31,196.69000244140625,100.0,0.0,-0.0
2011-06-01,192.39999389648438,100.0,0.0,-0.0
2011-06-02,193.64999389648438,100.0,0.0,-0.0
2011-06-03,188.32000732421875,100.0,0.0,-0.0
2011-06-06,185.69000244140625,100.0,0.0,-0.0
2011-06-07,187.5500030517578,0.0,-100.0,18755.00030517578
2011-06-08,188.0500030517578,0.0,0.0,-0.0
2011-06-09,189.67999267578125,0.0,0.0,-0.0
2011-06-10,186.52999877929688,0.0,0.0,-0.0
2011-06-13,186.2899932861328,0.0,0.0,-0.0
2011-06-14,189.9600067138672,0.0,0.0,-0.0
2011-06-15,185.97999572753906,0.0,0.0,-0.0
2011-06-16,183.64999389648438,0.0,0.0,-0.0
2011-06-17,186.3699951171875,0.0,0.0,-0.0
2011-06-20,187.72000122070312,0.0,0.0,-0.0
2011-06-21,194.22999572753906,0.0,0.0,-0.0
2011-06-22,191.6300048828125,0.0,0.0,-0.0
2011-06-23,194.16000366210938,0.0,0.0,-0.0
2011-06-24,192.5500030517578,0.0,0.0,-0.0
2011-06-27,201.25,0.0,0.0,-0.0
2011-06-28,202.35000610351562,0.0,0.0,-0.0
2011-06-29,204.17999267578125,100.0,100.0,-20417.999267578125
2011-06-30,204.49000549316406,100.0,0.0,-0.0
2011-07-01,209.49000549316406,100.0,0.0,-0.0
2011-07-05,213.19000244140625,100.0,0.0,-0.0
2011-07-06,214.19000244140625,100.0,0.0,-0.0
2011-07-07,216.74000549316406,100.0,0.0,-0.0
2011-07-08,218.27999877929688,100.0,0.0,-0.0
2011-07-11,212.5500030517578,100.0,0.0,-0.0
2011-07-12,211.22999572753906,100.0,0.0,-0.0
2011-07-13,213.5,100.0,0.0,-0.0
2011-07-14,210.3800048828125,100.0,0.0,-0.0
2011-07-15,212.8699951171875,100.0,0.0,-0.0
2011-07-18,211.52999877929688,100.0,0.0,-0.0
2011-07-19,218.05999755859375,100.0,0.0,-0.0
2011-07-20,215.5500030517578,100.0,0.0,-0.0
2011-07-21,213.2100067138672,100.0,0.0,-0.0
2011-07-22,216.52000427246094,100.0,0.0,-0.0
2011-07-25,213.49000549316406,100.0,0.0,-0.0
2011-07-26,214.17999267578125,100.0,0.0,-0.0
2011-07-27,222.52000427246094,100.0,0.0,-0.0
2011-07-28,223.89999389648438,100.0,0.0,-0.0
2011-07-29,222.52000427246094,100.0,0.0,-0.0
2011-08-01,221.32000732421875,100.0,0.0,-0.0
2011-08-02,211.6999969482422,100.0,0.0,-0.0
2011-08-03,209.9600067138672,100.0,0.0,-0.0
2011-08-04,201.47999572753906,100.0,0.0,-0.0
2011-08-05,202.6999969482422,100.0,0.0,-0.0
2011-08-08,193.6999969482422,100.0,0.0,-0.0
2011-08-09,205.08999633789062,100.0,0.0,-0.0
2011-08-10,194.1300048828125,100.0,0.0,-0.0
2011-08-11,198.36000061035156,0.0,-100.0,19836.000061035156
2011-08-12,202.3000030517578,0.0,0.0,-0.0
2011-08-15,202.9499969482422,0.0,0.0,-0.0
2011-08-16,197.67999267578125,0.0,0.0,-0.0
2011-08-17,195.92999267578125,0.0,0.0,-0.0
2011-08-18,182.52000427246094,0.0,0.0,-0.0
2011-08-19,178.92999267578125,0.0,0.0,-0.0
2011-08-22,177.5399932861328,0.0,0.0,-0.0
2011-08-23,193.5500030517578,0.0,0.0,-0.0
2011-08-24,193.72999572753906,0.0,0.0,-0.0
2011-08-25,192.02999877929688,0.0,0.0,-0.0
2011-08-26,199.27000427246094,0.0,0.0,-0.0
2011-08-29,206.52999877929688,0.0,0.0,-0.0
2011-08-30,210.9199981689453,0.0,0.0,-0.0
2011-08-31,215.22999572753906,0.0,0.0,-0.0
2011-09-01,212.5399932861328,0.0,0.0,-0.0
2011-09-02,210.0,0.0,0.0,-0.0
2011-09-06,216.17999267578125,100.0,100.0,-21617.999267578125
2011-09-07,219.89999389648438,100.0,0.0,-0.0
2011-09-08,217.25999450683594,100.0,0.0,-0.0
2011-09-09,211.38999938964844,100.0,0.0,-0.0
2011-09-12,216.55999755859375,100.0,0.0,-0.0
2011-09-13,219.52999877929688,100.0,0.0,-0.0
2011-09-14,222.57000732421875,100.0,0.0,-0.0
2011-09-15,226.77999877929688,100.0,0.0,-0.0
2011-09-16,239.3000030517578,100.0,0.0,-0.0
2011-09-19,241.69000244140625,100.0,0.0,-0.0
2011-09-20,233.25,100.0,0.0,-0.0
2011-09-21,231.8699951171875,100.0,0.0,-0.0
2011-09-22,223.22999572753906,100.0,0.0,-0.0
2011-09-23,223.61000061035156,100.0,0.0,-0.0
2011-09-26,229.85000610351562,100.0,0.0,-0.0
2011-09-27,224.2100067138672,100.0,0.0,-0.0
2011-09-28,229.7100067138672,100.0,0.0,-0.0
2011-09-29,222.44000244140625,100.0,0.0,-0.0
2011-09-30,216.22999572753906,100.0,0.0,-0.0
2011-10-03,211.97999572753906,100.0,0.0,-0.0
2011-10-04,212.5,100.0,0.0,-0.0
2011-10-05,219.5,100.0,0.0,-0.0
2011-10-06,221.50999450683594,100.0,0.0,-0.0
2011-10-07,224.74000549316406,100.0,0.0,-0.0
2011-10-10,231.32000732421875,100.0,0.0,-0.0
2011-10-11,235.47999572753906,100.0,0.0,-0.0
2011-10-12,236.80999755859375,100.0,0.0,-0.0
2011-10-13,236.14999389648438,100.0,0.0,-0.0
2011-10-14,246.7100067138672,100.0,0.0,-0.0
2011-10-17,242.3300018310547,100.0,0.0,-0.0
2011-10-18,243.8800048828125,100.0,0.0,-0.0
2011-10-19,231.52999877929688,100.0,0.0,-0.0
2011-10-20,233.61000061035156,100.0,0.0,-0.0
2011-10-21,234.77999877929688,100.0,0.0,-0.0
2011-10-24,237.61000061035156,100.0,0.0,-0.0
2011-10-25,227.14999389648438,100.0,0.0,-0.0
2011-10-26,198.39999389648438,100.0,0.0,-0.0
2011-10-27,206.77999877929688,100.0,0.0,-0.0
2011-10-28,217.32000732421875,100.0,0.0,-0.0
2011-10-31,213.50999450683594,100.0,0.0,-0.0
2011-11-01,212.10000610351562,0.0,-100.0,21210.000610351562
2011-11-02,215.6199951171875,0.0,0.0,-0.0
2011-11-03,218.2899932861328,0.0,0.0,-0.0
2011-11-04,216.47999572753906,0.0,0.0,-0.0
2011-11-07,217.0,0.0,0.0,-0.0
2011-11-08,217.99000549316406,0.0,0.0,-0.0
2011-11-09,211.22000122070312,0.0,0.0,-0.0
2011-11-10,210.7899932861328,0.0,0.0,-0.0
2011-11-11,217.38999938964844,0.0,0.0,-0.0
2011-11-14,218.92999267578125,0.0,0.0,-0.0
2011-11-15,217.8300018310547,0.0,0.0,-0.0
2011-11-16,211.99000549316406,0.0,0.0,-0.0
2011-11-17,204.52000427246094,0.0,0.0,-0.0
2011-11-18,197.13999938964844,0.0,0.0,-0.0
