Date,High,Low,Open,Close,Volume,Adj Close,signal,sma10,ema20,ema30,rsi,macd,positions,inflection,pivot,price
2018-01-02,86.30999755859375,85.5,86.12999725341797,85.94999694824219,22483800.0,82.79899597167969,0.0,,,,,,,0.0,0.0,85.94999694824219
2018-01-03,86.51000213623047,85.97000122070312,86.05999755859375,86.3499984741211,26061400.0,83.184326171875,0.0,,,,,,0.0,0.0,0.0,86.3499984741211
2018-01-04,87.66000366210938,86.56999969482422,86.58999633789062,87.11000061035156,21912000.0,83.91647338867188,0.0,,,,,,0.0,0.0,0.0,87.11000061035156
2018-01-05,88.41000366210938,87.43000030517578,87.66000366210938,88.19000244140625,23407100.0,84.9568862915039,0.0,,,,,,0.0,0.0,0.0,88.19000244140625
2018-01-08,88.58000183105469,87.5999984741211,88.19999694824219,88.27999877929688,22113000.0,85.04357147216797,0.0,,,,,,0.0,0.0,0.0,88.27999877929688
2018-01-09,88.7300033569336,87.86000061035156,88.6500015258789,88.22000122070312,19484300.0,84.98578643798828,0.0,,,,,,0.0,0.0,0.0,88.22000122070312
2018-01-10,88.19000244140625,87.41000366210938,87.86000061035156,87.81999969482422,18652200.0,84.60044860839844,0.0,,,,,,0.0,0.0,0.0,87.81999969482422
2018-01-11,88.12999725341797,87.23999786376953,88.12999725341797,88.08000183105469,17808900.0,84.85090637207031,0.0,,,,,,0.0,0.0,0.0,88.08000183105469
2018-01-12,89.77999877929688,88.44999694824219,88.66999816894531,89.5999984741211,24271500.0,86.31517791748047,0.0,,,,,,0.0,0.0,0.0,89.5999984741211
2018-01-16,90.79000091552734,88.01000213623047,90.0999984741211,88.3499984741211,36599700.0,85.11100769042969,0.0,87.79499969482421,,,,,0.0,0.0,0.0,88.3499984741211
2018-01-17,90.27999877929688,88.75,89.08000183105469,90.13999938964844,25621200.0,86.83537292480469,0.0,88.21399993896485,,,,,0.0,0.0,0.0,90.13999938964844
2018-01-18,90.66999816894531,89.66000366210938,89.80000305175781,90.0999984741211,24159700.0,86.79685974121094,0.0,88.58899993896485,,,,,0.0,0.0,0.0,90.0999984741211
2018-01-19,90.61000061035156,89.66000366210938,90.13999938964844,90.0,36875000.0,86.70052337646484,0.0,88.87799987792968,,,,,0.0,0.0,0.0,90.0
2018-01-22,91.62000274658203,89.73999786376953,90.0,91.61000061035156,23601600.0,88.2514877319336,0.0,89.21999969482422,,,,,0.0,0.0,0.0,91.61000061035156
2018-01-23,92.30000305175781,91.54000091552734,91.9000015258789,91.9000015258789,23412800.0,88.53087615966797,0.0,89.58199996948242,,,80.9232959144558,,0.0,0.0,0.0,91.9000015258789
2018-01-24,93.43000030517578,91.58000183105469,92.55000305175781,91.81999969482422,33277500.0,88.45378875732422,0.0,89.94199981689454,,,79.85887133079582,,0.0,0.0,0.0,91.81999969482422
2018-01-25,93.23999786376953,91.93000030517578,92.47000122070312,92.33000183105469,26383200.0,88.94511413574219,0.0,90.39300003051758,,,81.52702102784971,,0.0,0.0,0.0,92.33000183105469
2018-01-26,94.05999755859375,92.58000183105469,93.12000274658203,94.05999755859375,29172200.0,90.61167907714844,0.0,90.99099960327149,,,85.81792437893523,,0.0,0.0,0.0,94.05999755859375
2018-01-29,95.44999694824219,93.72000122070312,95.13999938964844,93.91999816894531,31569900.0,90.476806640625,0.0,91.42299957275391,,,84.1151703346611,,0.0,0.0,0.0,93.91999816894531
2018-01-30,93.66000366210938,92.0999984741211,93.30000305175781,92.73999786376953,38635100.0,89.3400650024414,0.0,91.86199951171875,89.82849960327148,,71.27798055655914,2.0334999084472685,0.0,0.0,0.0,92.73999786376953
2018-01-31,95.4000015258789,93.51000213623047,93.75,95.01000213623047,48756300.0,91.52684783935547,0.0,92.34899978637695,90.32197603498186,,78.17762710950153,2.0270237513950917,0.0,0.0,0.0,95.01000213623047
